,reviews,label,clean_reviews
192,bagussss cuma pengiriman lamaaaaaaaaaa tapi bagusssssssss,1.0,bagussss cuma kirim lamaaaaaaaaaa tapi bagusssssssss
193,"Bagus kacamatanya, tapi sayaang pas dateng ke rumah kondisi tangkai kacamata sudah patah, tapi mau gimana lagi hanya satu yang cacat, besok pesen lagi aja",0.0,bagus kacamata tapi sayaang pas datang ke rumah kondisi tangkai kacamata sudah patah tapi mau bagaimana lagi hanya satu yang cacat besok pesan lagi saja
194,Ngk tau udah order berapa kali di toko ini pokoknya the best ngk pernah kecewa kalo pesan di toko ini😍,1.0,tidak tau sudah order berapa kali di toko ini pokok the best tidak pernah kecewa kalau pesan di toko ini
195,Oke banget... Aku syukaaaa. Dari segi pengiriman aja sih agak lambat ga kya biasanya. Tapi pas liat barangnya kereeen dech pokonya. Harga murce udh dapat kacamata kece badaii.,1.0,oke banget saya syukaaaa dari segi kirim saja sih agak lambat tidak seperti biasa tapi pas lihat barang kereeen dech poko harga murce sudah dapat kacamata gaul badai
196,"bagusssssss bangetttttttttt woiiiiiiiiiiii, worth it parah si, pas dimuka aku bikin nambah kekerenanya",1.0,bagusssssss bangetttttttttt woiiiiiiiiiiii worth it parah si pas muka saya bikin tambah rena
197,"Parah kece beudddd,m. Murmerrr murah tapi gak murahannn kece badai parahhhh parah prahhh",1.0,parah gaul beuddddm murmerrr murah tapi tidak murahannn gaul badai parahhhh parah prahhh
198,Saya pesan 3 tapi kok yang datang cuma satu ya,0.0,saya pesan tapi kok yang datang cuma satu ya
199,Kacamatanya yg di ksh kok gk ada lambangnya ya?? Trs kliatan murahan amat...,0.0,kacamata yang di kasih kok tidak ada lambang ya terus lihat murah amat
200,Pesen 7 yang dikirim 1 doang.. respon penjual lama banget minta pengembalian dana gk di respon,0.0,pesan yang kirim saja respon jual lama banget minta kembali dana tidak di respon
201,kacamata nya ngga ada padahal pembayaran full dan bukan harganya tp tanggung jawabnya sebagai pelapak di chat ga d bales!!!!!!!,0.0,kacamata nya tidak ada padahal bayar full dan bukan harga tetapi tanggung jawab bagai lapak di chat tidak d balas
202,"Real pict,,,cumannn pengiriman agak lama sihhhhh huhuuuu",0.0,real pictcumannn kirim agak lama sihhhhh huhuuuu
203,Bagus sukakkkkkk pengirimannya cepet cuma Dari pihak ekspedisi nya aja yg lama,1.0,bagus sukakkkkkk kirim cepat cuma dari pihak ekspedisi nya saja yang lama
204,"Pengemasan tokoh lama sekali melebihi 3hri baru dikirim, pdhal uda minta cancelin aj tpi tetap ga mau. Sementara aku urgent banget barang ny, sekrang brang ny malah ga terpakai",0.0,emas tokoh lama sekali lebih hari baru kirim padahal sudah minta cancelin saja tapi tetap tidak mau sementara saya urgent banget barang ny sekrang brang ny malah tidak pakai
205,"Pas mau buka barangnya kurang, kacamata nya gk dikirim, yang dikirm hanya masker dan maskara padahal udh tertera dipengiriman kacamata udh ada, aduhh kecewa bangett sama toko ini, lain kali didouble check lagi yaa min",0.0,pas mau buka barang kurang kacamata nya tidak kirim yang dikirm hanya masker dan maskara padahal sudah tera kirim kacamata sudah ada aduhh kecewa bangett sama toko ini lain kali didouble cek lagi yaa min
206,Sumpah bener bener kecewa bngt baru beli di toko ini pertama kali malah dibikin kecewa tdinya mau pesen lgi buat kita foto 1 kelas tapi baru pesen pertama udah kayak gini...kacanya cuman sebelah doank mana lepas lagi.....ini gmna si niat ga si untuk jualan!!!! Kecewa bngt sumpah 😒😠,0.0,sumpah bener bener kecewa bngt baru beli di toko ini pertama kali malah bikin kecewa tadi mau pesan lagi buat kita foto kelas tapi baru pesan pertama sudah seperti ginikacanya cuma belah saja mana lepas lagiini bagaimana si niat tidak si untuk jual kecewa bngt sumpah
207,"Kece banget dong pas dipake... pandangannya enggak langsung jadi gelap bgt, tp oke buat dipakai panas²",1.0,gaul banget dong pas pakai pandang enggak langsung jadi gelap banget tetapi oke buat pakai panas
208,"So gorgeous!!!!! Murah banget lagii cuma 7.5 😭 di toko lain ada yg 50 keratas, dan rata2 belasan ribu :)
Pengemasannya nya aja sih lama, pesen tgl 10 baru nyampe sekarang",1.0,jadi gorgeous murah banget lagi cuma di toko lain ada yang keratas dan rata bas ribu emas nya saja sih lama pesan tanggal baru sampai sekarang
209,"ya tau sih harganya murah, tp bener bener kaya mainan bgt. bener bener bahan plastik. pdhl ada tmn sblmnya beli di toko ini kacamatanya bagus makanya minta link toko ini. eh pas beli kok bahan kacamatanya beda. dan pengirimannya lama bgt. ga worth it nunggu lama dgn bahan kacamata kaya gini. sorry",0.0,ya tau sih harga murah tetapi bener bener kaya main banget bener bener bahan plastik padahal ada teman belum beli di toko ini kacamata bagus makanya minta taut toko ini eh pas beli kok bahan kacamata beda dan kirim lama banget tidak worth it nunggu lama dengan bahan kacamata kaya begini sorry
210,bagus amaattt! 8rb setebel ini parah parah paraahhh,1.0,bagus amaattt rb setebel ini parah parah paraahhh
211,"Sebenarnya pengen kasih bintang 1, nggak mau ribet karena Shopee menolak. Kepaksa kasih 3. Thk",0.0,benar ingin kasih bintang tidak mau ribet karena shopee tolak paksa kasih thk
212,"Top...Pesanan lengkap....tpi d kemas ny lama betttt,d chat,Bru d kirim mungkin Lgi overload....mksihhh",0.0,toppesanan lengkaptpi d kemas ny lama bettttd chatbru d kirim mungkin lagi overloadmksihhh
213,"Muraah sekali kaca matanya tp syg ada cacat sedikit di pinggiran tp masih bs dipakai anak sy ,  bingkai tipis",0.0,muraah sekali kaca mata tetapi sayang ada cacat sedikit di pinggir tetapi masih bisa pakai anak saya bingkai tipis
214,"Minus di pengiriman aja yg telat, ga langsung dikirim di hari H nya",0.0,minus di kirim saja yang telat tidak langsung kirim di hari h nya
215,Kacamata nya potong ☹️😭 aku nunggu soalnya butuh pas Dateng potong yah sedih banget,0.0,kacamata nya potong saya nunggu soal butuh pas datang potong yah sedih banget
216,Bagus cuma 1nya agak rusak,0.0,bagus cuma nya agak rusak
217,"Agak kecewa saya order di toko ini udah barang yg dikirim banyak yg salah warna, ada 4an barang nggk dikirim juga diminta pengembalian dana responn lamaa agak sulittt. Mana barang udah dijual disuruh kirim ke seler lagi. Di mintai dana lagi ditolahh haduh kecewa bangetttt",0.0,agak kecewa saya order di toko ini sudah barang yang kirim banyak yang salah warna ada an barang tidak kirim juga minta kembali dana responn lamaa agak sulittt mana barang sudah jual suruh kirim ke seler lagi di minta dana lagi ditolahh haduh kecewa bangetttt
218,"Toko penipu, order 4 yg datang cuma 3,
Kemaren juga order 5 dtg cuma 2, ngk sadar order di toko yg sma, kalau tau toko sama ngk bakal order di sini lagi, gk mau gnti krna gk ad video unboxing,,toko ta*ikkkkkk",0.0,toko tipu order yang datang cuma kemaren juga order datang cuma tidak sadar order di toko yang sma kalau tau toko sama tidak bakal order di sini lagi tidak mau ganti karena tidak ada video unboxingtoko taikkkkkk
219,sis sis tercintaa jangann order kacamata di toko ini yahh pengalaman deh saya ordernya 40pcs di kirim hanya 15 pcs dong nipuu dong si ownernya saya udah ajukan pengembalian dana tapii sihh ownernya bnyak alasan dong # cukup aku yang jadi korban jangan kalian # owner nipu,0.0,sis sis tercintaa jangann order kacamata di toko ini yahh alam deh saya order pcs di kirim hanya pcs dong nipuu dong si ownernya saya sudah aju kembali dana tapi sihh ownernya bnyak alas dong cukup saya yang jadi korban jangan kalian owner nipu
220,"Barangnya mendarat dgn selamat sentosa tanpa ada yg cacat.😂
Pengemasan nya rapiii bgtt, jd gk takut pecah.
Berang lengkap dan bagusss"" bgtt .❤️❤️❤️❤️❤️",1.0,barang darat dengan selamat sentosa tanpa ada yang cacat emas nya rapiii bgtt jadi tidak takut pecah berang lengkap dan bagusss bgtt
221,"Pesen kc mt hitam 1, korset 2, dan 5 kc mt anti radiasi. Kc mt anti radiasinya dikrm cm 1. Kecewa bgt. Komplen jg gk bs krn gk vid unboxing. Chat seller jg ribetin. Klo udh bgini brati ini toko gk amanah. Kapok dh blanja d sini.",0.0,pesan kc mt hitam korset dan kc mt anti radiasi kc mt anti radiasi dikrm cuma kecewa banget komplen juga tidak bisa karena tidak vid unboxing chat jual juga ribetin kalau sudah bgini brati ini toko tidak amanah kapok sudah blanja d sini
222,"Seneng si belanja disini lengkap barang yang dateng terus datengnya cepet banget, barang nya worth it banget sih dengan harga ga begitu mahal tapi punya kualitas. Ga kecewa pokonya beli disini. Thank you 🥰🥰🥰🥰",1.0,senang si belanja sini lengkap barang yang datang terus datengnya cepat banget barang nya worth it banget sih dengan harga tidak begitu mahal tapi punya kualitas tidak kecewa poko beli sini thank kamu
223,"Mantull, udah berkali kali langganan di sini dan barangnya tidak mengecewakan",1.0,mantull sudah kali kali langgan di sini dan barang tidak kecewa
224,Udah lama nyari nyari kacamata keyen kyagini dan harga pun murce banget.,1.0,sudah lama nyari nyari kacamata yen kyagini dan harga pun murce banget
225,Mna salah kirim deh saya minta yang polos dikasih yg titik putih dua,0.0,mana salah kirim deh saya minta yang polos kasih yang titik putih dua
226,Baaaaaguuuuussss bangeeet muraah nggak kecewa pokok ny order di sini ,1.0,baaaaaguuuuussss bangeeet muraah tidak kecewa pokok ny order di sini
227,"Alhamdulillah brng nya udah dtng...
Cepet bgt dtngnya^^
Cuman.. rada kecewa karna yg dipesen model apa yg dtngnya model apa:(
But... it's okay. Mungkin kakanya udah bingung karna bnyk pesanan jg^^ 
Makasih karna udah dikirim:)",0.0,alhamdulillah brng nya sudah dtng cepat banget dtngnya cuma rada kecewa karena yang sen model apa yang dtngnya model apa but its okay mungkin kakanya sudah bingung karena banyak pesan juga terimakasih karena sudah kirim
228,"Akhirnya setelah lama nyari"" diollshop kacamata kaya gini dapet yg sesui dengan ekspektasi dan harganya juga murah tpi kualitas nya ngga murahan.maksih kakk huhuu seneng banget 💗💗💗💖💞💖😍♥️🥰💞",1.0,akhir telah lama nyari diollshop kacamata kaya begini dapet yang sesui dengan ekspektasi dan harga juga murah tapi kualitas nya tidak murahanmaksih kakk huhuu senang banget
229,Barang cacat yang dikirim,0.0,barang cacat yang kirim
230,"Untung beli 2, yang 1 cacat mental",0.0,untung beli yang cacat mental
231,"pengiriman lama mungkin karena flas sale, kaca nya ada noda sedikit ga bisa hilang😅",0.0,kirim lama mungkin karena flas sale kaca nya ada noda sedikit tidak bisa hilang
232,Padahal udh ingatin untuk cek unit biar gak kyak toko sebelah..ternyata sama aja.bukan masalah harga tapi kepuasan pelanggan yg di utamakan mau refund barang murah kalah sama ongkir nya...yaudah smoga kedepannya lebih pentingin kepuasan pelanggan biar gak kecewa lagi,0.0,padahal sudah ingatin untuk cek unit biar tidak seperti toko sebelahternyata sama ajabukan masalah harga tapi puas langgan yang di utama mau refund barang murah kalah sama ongkir nyayaudah moga depan lebih pentingin puas langgan biar tidak kecewa lagi
233,"Barang sesuai pesanan ,, pengiriman agak telat ,, agak aneh pas tali nya ko copot ya gak paten",0.0,barang sesuai pesan kirim agak telat agak aneh pas tali nya ko lepas ya tidak paten
234,"Baguss tapi ada yg rusak mohon untuk segera di return kak🙏🙏
Sampe skrg jam nya belom saya pakai",0.0,baguss tapi ada yang rusak mohon untuk segera di return kak sampai sekarang jam nya bom saya pakai
235,"Syg banget yg maroon tombolnya patah ga tau patahannya kmna
Yaudah lah GPP
Harusnya bintang 5 tpi krna cacat 4 aja yaa",0.0,sayang banget yang maroon tombol patah tidak tau patah mana ya sudah lah tidak-apa-apa harus bintang tapi karena cacat saja yaa
236,Dan yang ini juga yg warna navy dikirim yang udah lepas kayak gini gabisa dijual lagi dong jadinya klo dikirim yg rusak..🥺 kecewa serius😢,0.0,dan yang ini juga yang warna navy kirim yang sudah lepas seperti begini tidak bisa jual lagi dong jadi kalau kirim yang rusak kecewa serius
237,"Tokonya bener ""gak amanah👿👿jam yang dikirim satu padahal gw pesen 3! mana gadak ngasi kabar duluu👿Buat kalian yg mau mesen mikir dulu deh sebelum kecewaaa!!! Mana Pengiriman lama😏",0.0,toko bener tidak amanahjam yang kirim satu padahal saya pesan mana gadak beri kabar duluubuat kalian yang mau mesen berfikir dulu deh belum kecewaaa mana kirim lama
238,Saya kecewa toko ini tidak amanah . Saya pesan 12 yg di kirim cuma 8 . Bulan puasa malah ambil hak org . Jam tgn saya hitam dan abu kamana dan kacamata saya hitam 2 pasang kmn . Produk saya 4 pasang kmn Knp nggk d kirim . Saya mnta kembalian nya .,0.0,saya kecewa toko ini tidak amanah saya pesan yang di kirim cuma bulan puasa malah ambil hak orang jam tangan saya hitam dan abu kamana dan kacamata saya hitam pasang mana produk saya pasang mana kenapa tidak d kirim saya minta kembali nya
239,Bagus si min cuman agak kecewa baru datang 1 hari kemudian tombol nya patah! Mau saya balikan tp saya males nunggu nya jadi ydh terpaksa mau g mau harus makek hehe gapapa buat pengalaman aja si ini jugak saya co gbt aja kok mkn🤣toppp dapet harga 12k an dah dapet jam kek gini🙏thxx sesuai harga si🥳,0.0,bagus si min cuma agak kecewa baru datang hari kemudian tombol nya patah mau saya balik tetapi saya malas nunggu nya jadi ydh paksa mau tidak mau harus makek hehe tidak apa buat alam saja si ini juga saya cowok gbt saja kok mkntoppp dapet harga k an sudah dapet jam seperti ginithxx sesuai harga si
240,"Bagus, semua barang dikirim lengkap sesuai pesanan cuman jam LED-nya aja msih bingung cara stel nya tpi tokonya Djamin amanah kok",1.0,bagus semua barang kirim lengkap sesuai pesan cuma jam lednya saja masih bingung cara stel nya tapi toko djamin amanah kok
241,Wapikk poll ga nyesel deh beli. . Hargae ya ga murahan ws ndg tumbas bergaya ga perlu yg mehongg ya bestii,1.0,wapikk poll tidak sesal deh beli hargae ya tidak murah ws ndg tumbas gaya tidak perlu yang mehongg ya bestii
242,"Barang lengkap, pengemasan lama. Tapi ada beberapa jam yang pecah & mati. Untuk sellernya mau tanggung jawab. Packingnya cuman 1lapis buble wrap aja, padahal saya order 40an pcs. Tolong diperbaiki lagiii",0.0,barang lengkap emas lama tapi ada beberapa jam yang pecah mati untuk sellernya mau tanggung jawab packingnya cuma lapis buble wrap saja padahal saya order an pcs tolong baik lagiii
243,"Bagus sihhh.... Cuma yg putih warnanya bukett bgt,, kek udah kotor...",0.0,bagus sihhh cuma yang putih warna bukett banget seperti sudah kotor
244,"Barang datang dengan kondisi cacat
Untuk aplikasi shope dalam penilaian sekarang dapat koin cuma 25 padahal dulu 100 , makin hari makin buruk aja.",0.0,barang datang dengan kondisi cacat untuk aplikasi shope dalam nilai sekarang dapat koin cuma padahal dulu makin hari makin buruk saja
245,"Yah kecewa bgt... Ya mungkin klo murah jelek gpp, tpi datang rusak...🙄🙄🙄🙄🙄",0.0,yah kecewa banget ya mungkin kalau murah jelek tidak-apa-apa tapi datang rusak
246,"Bagusss BGTTT sesuaii ekspektasi , pengirimannya agakk lama mungkin karnaaa 12.12 tapiii gpp ,dengann hargaa segituuuu bagusss BGTTT gaa boongg ,nyesell cumaa blui satuu doanggg 😭",1.0,bagusss bgttt sesuai ekspektasi kirim agakk lama mungkin karnaaa tapiii tidak-apa-apa dengann hargaa segituuuu bagusss bgttt gaa boongg nyesell cumaa blui satuu doanggg
247,"jamnya udh copot 😥, lain kali tolong d cek dulu yaa. yg hijau juga copot, tp untung masih bisa d pasang. gini saya yg rugi 😥😥😥😫😫😫😫",0.0,jam sudah lepas lain kali tolong d cek dulu yaa yang hijau juga lepas tetapi untung masih bisa d pasang begini saya yang rugi
248,"Kecewa sih jam nya banyak yang mati tas juga dikirim yang bolong'' padahal pesanan orang semua udh bela""in Ongkir mahal",0.0,kecewa sih jam nya banyak yang mati tas juga kirim yang bolong padahal pesan orang semua sudah bain ongkir mahal
249,"Bagusss bangggeetttt
harga juga murahh
Cuma harus di setting dulu tapi okeeee bangett",1.0,bagusss bangggeetttt harga juga murahh cuma harus di setting dulu tapi okeeee bangett
250,"Agak sedih si warna jam nya keorange"" An gitu padahal pesenan aku yg pertama bagus"" Aja putih gitu gak gatau sekarang warna orange gitu agak sedih si",0.0,agak sedih si warna jam nya keorange an begitu padahal pesan saya yang pertama bagus saja putih begitu tidak tidak tau sekarang warna orange begitu agak sedih si
251,"sebenernya jam nya cantik apalagi warnanya, cuma ya baru dipake sekali udah copot yg item2nya buat pasang kelubangnya",0.0,sebenernya jam nya cantik apalagi warna cuma ya baru pakai sekali sudah lepas yang item buat pasang lubang
252,Tidak recommended di toko ini padahal sudah langganan kecewaaaaaa baaangeettt,0.0,tidak recommended di toko ini padahal sudah langgan kecewaaaaaa baaangeettt
253,"Bagus bgt,cocok buat anak saya, pengiriman agak lama tp gag masalah,cuma pesanan saya ada yg kurang kok bs sih gag di cek dgn teliti",0.0,bagus bgtcocok buat anak saya kirim agak lama tetapi tidak masalahcuma pesan saya ada yang kurang kok bisa sih tidak di cek dengan teliti
254,"Kecewa, karna banyak barang yg rusak yg dikirim
Auto aku jdi kapok dong ordernya, secara barangnya utk aku jual lagi, bukan nya untung malah buntung 😢😢",0.0,kecewa karena banyak barang yang rusak yang kirim auto saya jadi kapok dong order cara barang untuk saya jual lagi bukan nya untung malah buntung
255,"Pesen 2 yg idup cuma 1,barang rusak kecewa parah,kurir nya jga kurang ramah barang gk di ater sampai ke tempat tujuan",0.0,pesan yang idup cuma barang rusak kecewa parahkurir nya juga kurang ramah barang tidak di ater sampai ke tempat tuju
256,awal percaya banget sama toko ini.eh kali saya anggap toko ini ga amanah....saya pesan 55pcs...datang cuma 25pcs....berapa kerugian saya....500rb lebih.jd  rugi jualan aku.....coba liat deh bungkus aj kurang lebih sebesar hp mana bisa barang 55pcs dibungkus disitu.👎👎👎ga bakalan lagi belanja dsini,0.0,awal percaya banget sama toko inieh kali saya anggap toko ini tidak amanahsaya pesan pcsdatang cuma pcsberapa rugi sayarb lebihjd rugi jual akucoba lihat deh bungkus saja kurang lebih besar hp mana bisa barang pcs bungkus disituga bakal lagi belanja sini
257,Barang yg ditunggu2 ternyata tidak bagus ..baru mau dibuka kemasannya ehh udh copot aja bagian menyetel jam na ..kecewa ..padahal buat kado sangat ditunggu datangnya malah buat kecewa n zonk ..,0.0,barang yang tunggu nyata tidak bagus baru mau buka kemas ehh sudah lepas saja bagi setel jam na kecewa padahal buat kado sangat tunggu datang malah buat kecewa n zonk
258,Saya sudah kirim vidio nya dan ga dj kembalikan uang saya saran jangan beli di sini selalu kurang dan ga ada tanggung jawab nya,0.0,saya sudah kirim video nya dan tidak dj kembali uang saya saran jangan beli di sini selalu kurang dan tidak ada tanggung jawab nya
259,"Pengiriman lama mungkin krna 77 shope
Pengemasan super jelek bgttt 😭
Untung brg g rusak
Tolong diperbaiki ya boss
Ada 3 jam yang ga ada plastiknya itupun warna putih smua terus ku ganti biar yang putih ga kotor",1.0,kirim lama mungkin karena shope emas super jelek bgttt untung barang tidak rusak tolong baik ya boss ada jam yang tidak ada plastik itu warna putih semua terus ku ganti biar yang putih tidak kotor
260,"Sangat kecewa,,,,,,baru saja cek out beberapa menit chat maw ganti warna katanya gak bisa,,,pilih maron yg datang merah,,,,,pokokke kecewa banget......",0.0,sangat kecewabaru saja cek out beberapa menit chat maw ganti warna kata tidak bisapilih maron yang datang merahpokokke kecewa banget
261,Yaa sesuai hrga.. Brg sering dikirim g lengkap.. Ajukan pngembalian dana ditolak.. Kecewa bgt pdhl sering order dsni 🤦‍♀️,0.0,yaa sesuai harga barang sering kirim tidak lengkap aju pngembalian dana tolak kecewa banget padahal sering order sini
262,"Jam nya jelek bgt,tangkai nya gak lurus dan kotor jam nya,dan di di chat gak di respon",0.0,jam nya jelek bgttangkai nya tidak lurus dan kotor jam nyadan di di chat tidak di respon
263,"bagus, ala ala jam mahal, murah tapi ngga murahan, terimakasih 🙏🏻",1.0,bagus ala ala jam mahal murah tapi tidak murah terimakasih
264,Gmna sih jam tngn ini🤔 ga bisa di atur lgi hmmm gmana ya ?? Jdi bingung,0.0,bagaimana sih jam tangan ini tidak bisa di atur lagi hmmm gmana ya jadi bingung
265,Sama ini juga di foto pakai logo kok datangnya gak pakai logo sama aja nipu pembeli,0.0,sama ini juga di foto pakai logo kok datang tidak pakai logo sama saja nipu beli
266,Jamnya gaada cantelannya huhu sedih bgt padahal bagus tapi jadi gabisa dipake,0.0,jam tidak ada cantel huhu sedih banget padahal bagus tapi jadi tidak bisa pakai
267,"Pengiriman lama, barang yg nyampe ada yg cacat gqk bisa kpke",0.0,kirim lama barang yang sampai ada yang cacat gqk bisa kpke
268,Barang yg d terima cacat tdk bsa menyala dan ada tombol yg patah...sya kecewa,0.0,barang yang d terima cacat tidak bisa nyala dan ada tombol yang patahsya kecewa
269,Agak kecewa sih krn ada lecet di pinggir jamnya:(,0.0,agak kecewa sih karena ada lecet di pinggir jam
270,"Knp malah d kirimin jm rusak si
Kecewa!!
Ga LG deh beli barang d toko ini
Barang ga bisa kepake
Uang hlng jd nya
Klo bisa d ganti rugi!!",0.0,kenapa malah d kirimin jm rusak si kecewa tidak lagi deh beli barang d toko ini barang tidak bisa pakai uang hlng jadi nya kalau bisa d ganti rugi
271,"Brang yg sy pesan 2,,dn yg sampai cuma 1,",0.0,brang yang saya pesan dan yang sampai cuma
272,"Jam tangannya cute cantip banget😍hanya saja kacamatanya keras banget bagian framenya(Jadi susah kacamatanya kalau di tekuk ngeri banget patah)💔Maaf ya min aku harus review jujur😭Semoga next diperhatikan lagi barangnya ya, makasi😌",0.0,jam tangan cute cantip bangethanya saja kacamata keras banget bagi framenyajadi susah kacamata kalau di tekuk ngeri banget patahmaaf ya min saya harus tinjau jujursemoga next perhati lagi barang ya makas
273,Udah pernah bli di sini sebelumnya tapi kali ini agak kecewa karna yg satunya sobek,0.0,sudah pernah bli di sini belum tapi kali ini agak kecewa karena yang satu sobek
274,"Kurang 2 item cuma 7 ordernya 8 
Navy cuma 5 ordernya 6",0.0,kurang item cuma order navy cuma order
275,"Kecewa, pdhl udh langganan, giliran saya gk buat video unboxing lagi, eh tau2 nya, jam nya kurang 1 dikirim , yg pdhl kmrin2 wktu saya pesan klau barang yg gk ada, dikabarin dlu, langsung krm, ni langsung krm ,sakit 💔",0.0,kecewa padahal sudah langgan gilir saya tidak buat video unboxing lagi eh tau nya jam nya kurang kirim yang padahal kemarin waktu saya pesan klau barang yang tidak ada dikabarin dulu langsung kirim ni langsung kirim sakit
276,"Alhamdulillah barang sudah sampai.
Ada barang yang cacat
Jam tangan hilang tombolnya
Untung masih bisa di tekan tombol yang di dalam walau sedikit susah........
Lain kali lebih teliti yah kak",0.0,alhamdulillah barang sudah sampai ada barang yang cacat jam tangan hilang tombol untung masih bisa di tekan tombol yang di dalam walau sedikit susah lain kali lebih teliti yah kak
277,"bagus banget cuma aku agak susah buat masangin jam nya, overall bagusss dgn harga semurah inii. makasihh🥰✨",1.0,bagus banget cuma saya agak susah buat masangin jam nya overall bagusss dengan harga murah ini makasihh
278,"Bangus bangetttt, udah berapa kali mesen ditoko ini dan alhamdulillah ga pernah dikecewain. Respon penjual juga baik, seneng deh belanja ditoko ini. Pertahanin ya kak, jangan dibikin kecewa hehe. Minusnya ada dipengiriman yang lama banget tapi bukan salah tokonya",1.0,bangus bangetttt sudah berapa kali mesen di toko ini dan alhamdulillah tidak pernah dikecewain respon jual juga baik senang deh belanja di toko ini pertahanin ya kak jangan bikin kecewa hehe minus ada kirim yang lama banget tapi bukan salah toko
279,"Jamnya bagus, tapi ada beberapa yang cacat.pengemasan juga agak lama.",0.0,jam bagus tapi ada beberapa yang cacatpengemasan juga agak lama
280,"Kecewa ...
Masa bandolannya lepas.....
Gak bsa lagi benerin",0.0,kecewa masa bandolannya lepas tidak bisa lagi benerin
281,"Kecewa bgt sm seller nya g amanah, pesanan sy g dikirim semua, kurang 2 pesanan g dikirim, sy anjurkan klo beli disini saat pengemasannya dibuka sambil video ya",0.0,kecewa banget sama jual nya tidak amanah pesan saya tidak kirim semua kurang pesan tidak kirim saya anjur kalau beli sini saat emas buka sambil video ya
282,"Tombol jamnya patah, untuk harga segitu dibanding toko lain sih buruk yaa",0.0,tombol jam patah untuk harga segitu banding toko lain sih buruk yaa
283,Kualitas peroduk sangat tidak sy sukai  sy beli yang sama tadangya sangat kecewa tapi yang hitam sy pesan warna pink hitam datang ya lg yang pink itu ya copot haduhh,0.0,kualitas peroduk sangat tidak saya suka saya beli yang sama tadangya sangat kecewa tapi yang hitam saya pesan warna pink hitam datang ya lagi yang pink itu ya lepas haduhh
284,Lumayan lah buat ukuran harga segitu mah....tapi ya ga tau awet apa ga....susah banget mau ngatur jam nya,0.0,lumayan lah buat ukur harga segitu mahtapi ya tidak tau awet apa gasusah banget mau atur jam nya
285,"Hati2 yg beli byk, saya beli 8 di kirim 7. Harusnya beli byk pelayanannya bagus karna bakal repeat order. Saya ada vidio unboxing tapi chat gak di balas2 padahal online
Ni orang sengaja kirim 7 terus gk tanggung jawab, mending cari seller lain ya. Jgn beli di sini. Sellernya gk amanah",0.0,hati yang beli banyak saya beli di kirim harus beli banyak layan bagus karena bakal ulang order saya ada video unboxing tapi chat tidak di balas padahal online ni orang sengaja kirim terus tidak tanggung jawab mending cari jual lain ya jangan beli di sini sellernya tidak amanah
286,Pengiriman sangat buruk. Orderr banyak hanya dibungkus dengan bubble wrap 1 lapis aja. Padahal brli jam dan boxnga yg rawan pecah. Tp gada packing khusus sama sekali. Udh beli 3x dikecewain terus. Walopun dananya di redund tp dana box nya ga garansi. Pdhl kesalahan pengiriman dari pihak toko.,0.0,kirim sangat buruk orderr banyak hanya bungkus dengan bubble wrap lapis saja padahal brli jam dan boxnga yang rawan pecah tetapi tidak ada packing khusus sama sekali sudah beli x dikecewain terus walopun dana di redund tetapi dana box nya tidak garansi padahal salah kirim dari pihak toko
287,Kecewa sih rusak hhshzbxjxncchxhxbxhcjjcjcjjcjcjjcjcjcjcj,0.0,kecewa sih rusak hhshzbxjxncchxhxbxhcjjcjcjjcjcjjcjcjcjcj
288,"Jam nya jelek keras sesuai lah dengan harganya cumac15rb beli mubazir aja ga bisa dipake penyaitnya lepas longgar terus, kapok sih beli yg murahan kualitasnya juga murahan sesuai dgn duitnya",0.0,jam nya jelek keras sesuai lah dengan harga cumacrb beli mubazir saja tidak bisa pakai penyaitnya lepas longgar terus kapok sih beli yang murah kualitas juga murah sesuai dengan duit
289,Kecewa klo yg ini tombolx rusak jd gak bisa dipake untuk atur2 waktunya.,0.0,kecewa kalau yang ini tombolx rusak jadi tidak bisa pakai untuk atur waktu
290,Bagus cuman susah di atur jam nya susah di tekan tekan,0.0,bagus cuma susah di atur jam nya susah di tekan tekan
291,"Sebel bngt padahal pesen 2 jam tangan yg dateng malah setela sama jam anak anak gajelas bngtt,,,,,",0.0,sebel bngt padahal pesan jam tangan yang datang malah setela sama jam anak anak tidak jelas bngtt
292,MATI JAM NYA TEMEN AKU MARAH SAMA AKU ANJRITT GR2 JAM DOANG INI GIMANA GA TNGGUNG JAWAB KA BARU BELI TP UDAH MATI YA ALLAH KO GA AMNAAH☹️,0.0,mati jam nya temen saya marah sama saya anjritt gr jam saja ini bagaimana tidak tanggung jawab ka baru beli tetapi sudah mati ya allah ko tidak amnaah
293,"Kan aku beli 2,tapi pencetan nya yang satu lepas,padahal cuma kesenggol,tapi gpp lah,sesuai sama harganya",0.0,kan saya beli tapi pencet nya yang satu lepaspadahal cuma kesenggoltapi tidak-apa-apa lahsesuai sama harga
294,"Sudah dua kali beli disini selalu kecewa, kemaren ni salah warna, sekarang rusak. Murah boleh tapi jgn yg rusak.",0.0,sudah dua kali beli sini selalu kecewa kemaren ni salah warna sekarang rusak murah boleh tapi jangan yang rusak
295,"Beli 2 item yg datengnya cuman 1, kita komplain tpi hrus ada video unboxing aja. Y siapa yg tau mau kecewa gini.",0.0,beli item yang datengnya cuma kita komplain tapi harus ada video unboxing saja y siapa yang tau mau kecewa begini
